category,brand,price,rating,capacity_people,capacity,cleaning_features,display_desc,features,image_path,product_url
سرخ کن بدون روغن,دسینی,3899000,3.5,,,nan,صفحه نمایشگر لمسی و دارای 7 برنامه پخت پیش فرض,nan,D:/سرخ کن بدون روغن/image_119.jpg,https://www.digikala.com/product/dkp-9724686/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D8%AF%D8%B3%DB%8C%D9%86%DB%8C-%D9%85%D8%AF%D9%84-800/
سرخ کن بدون روغن,مباشی,8150000,3.7,10.0,11.0,شست‌وشو با دست شست‌وشوی اقلام جانبی در ماشین ظرفشویی,نمایشگر LED لمسی,سرخ‌کردن بدون روغن یخ‌زدایی قابلیت تنظیم دما دکمه‌های لمسی تایمر برنامه پخت برنامه پذیری,D:/سرخ کن بدون روغن/image_120.jpg,https://www.digikala.com/product/dkp-15439033/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D9%85%D8%A8%D8%A7%D8%B4%DB%8C-%D9%85%D8%AF%D9%84-me-af957/
سرخ کن بدون روغن,کنوود,8100000,4.0,12.0,5.5,nan,صفحه نمایش LCD تاچ اسکرین,nan,D:/سرخ کن بدون روغن/image_121.jpg,https://www.digikala.com/product/dkp-7366159/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%DA%A9%D9%86%D9%88%D9%88%D8%AF-%D9%85%D8%AF%D9%84-hfp50/
سرخ کن بدون روغن,سیلور کرست,3450000,3.7,4.0,8.0,nan,صفحه نمایش تمام لمس,nan,D:/سرخ کن بدون روغن/image_122.jpg,https://www.digikala.com/product/dkp-15139709/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D8%B3%DB%8C%D9%84%D9%88%D8%B1-%DA%A9%D8%B1%D8%B3%D8%AA-%D9%85%D8%AF%D9%84-jd689b/
سرخ کن بدون روغن,کوخ,12300000,,,6.5,nan,صفحه نمایشگر تمام لمسی,nan,D:/سرخ کن بدون روغن/image_123.jpg,https://www.digikala.com/product/dkp-11090885/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%DA%A9%D9%88%D8%AE-%D9%85%D8%AF%D9%84-kf-2100/
سرخ کن بدون روغن,فیلیپس,8950000,,6.0,6.2,قابلیت نظافت آسان,لمسی,صفحات جداشونده سرخ‌کردن بدون روغن برنامه پخت تابه نچسب تایمر دکمه‌های لمسی قابلیت تنظیم دما,D:/سرخ کن بدون روغن/image_124.jpg,https://www.digikala.com/product/dkp-18392140/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D9%81%DB%8C%D9%84%DB%8C%D9%BE%D8%B3-%D9%85%D8%AF%D9%84-9270/
سرخ کن بدون روغن,ترام هاوس,6300000,4.0,7.0,6.0,قابلیت شست‌وشو,nan,سرخ‌کردن بدون روغن برنامه پذیری برنامه پخت تابه نچسب قابلیت تنظیم دما دکمه‌های لمسی تایمر,D:/سرخ کن بدون روغن/image_125.jpg,https://www.digikala.com/product/dkp-17957726/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D8%AA%D8%B1%D8%A7%D9%85-%D9%87%D8%A7%D9%88%D8%B3-%D9%85%D8%AF%D9%84-af-25886/
سرخ کن بدون روغن,میگل,3400000,3.6,,1.9,nan,دارای کنترل پنل ولومی تنظیم زمان تا 60 دقیقه,nan,D:/سرخ کن بدون روغن/image_126.jpg,https://www.digikala.com/product/dkp-11562809/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D9%85%DB%8C%DA%AF%D9%84-%D9%85%D8%AF%D9%84-gaf-100/
سرخ کن بدون روغن,فیلیپس,7262550,2.6,4.0,4.0,nan,nan,nan,D:/سرخ کن بدون روغن/image_127.jpg,https://www.digikala.com/product/dkp-15125286/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-41-%D9%84%DB%8C%D8%AA%D8%B1%DB%8C-%D9%81%DB%8C%D9%84%DB%8C%D9%BE%D8%B3-%D9%85%D8%AF%D9%84-hd9252/
سرخ کن بدون روغن,نوتریکوک,12394900,,6.0,8.5,nan,nan,یخ‌زدایی سرخ‌کردن بدون روغن برنامه پذیری برنامه پخت تایمر دکمه‌های لمسی,D:/سرخ کن بدون روغن/image_128.jpg,https://www.digikala.com/product/dkp-16040890/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D9%86%D9%88%D8%AA%D8%B1%DB%8C%DA%A9%D9%88%DA%A9-%D9%85%D8%AF%D9%84-afd185v/
سرخ کن بدون روغن,نینجا,12000000,4.1,,,nan,صفحه نمایش دیجیتال,nan,D:/سرخ کن بدون روغن/image_129.jpg,https://www.digikala.com/product/dkp-10820549/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D9%86%DB%8C%D9%86%D8%AC%D8%A7-%D9%85%D8%AF%D9%84-af100/
سرخ کن بدون روغن,فیلیپس,5582000,3.3,,4.1,nan,nan,nan,D:/سرخ کن بدون روغن/image_130.jpg,https://www.digikala.com/product/dkp-13370004/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D9%81%DB%8C%D9%84%DB%8C%D9%BE%D8%B3-%D9%85%D8%AF%D9%84-9200/
سرخ کن بدون روغن,میگل,6900000,4.6,,6.0,قابلیت شست‌وشو در ماشین ظرفشویی,صفحه نمایش لمسی,سرخ‌کردن بدون روغن,D:/سرخ کن بدون روغن/image_131.jpg,https://www.digikala.com/product/dkp-15086583/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D9%85%DB%8C%DA%AF%D9%84-%D9%85%D8%AF%D9%84-gaf-602/
سرخ کن بدون روغن,ایکس ویژن,7700000,4.5,6.0,7.0,شست‌وشوی اقلام جانبی در ماشین ظرفشویی ظرف متحرک و قابل شست‌وشو قابلیت نظافت آسان,nan,سرخ‌کردن بدون روغن تایمر قابلیت تنظیم دما,D:/سرخ کن بدون روغن/image_132.jpg,https://www.digikala.com/product/dkp-17649673/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D8%A7%DB%8C%DA%A9%D8%B3-%D9%88%DB%8C%DA%98%D9%86-%D9%85%D8%AF%D9%84-af-6070/
سرخ کن بدون روغن,متفرقه,3880420,3.6,8.0,10.0,nan,nan,nan,D:/سرخ کن بدون روغن/image_133.jpg,https://www.digikala.com/product/dkp-7490075/%D9%87%D9%88%D8%A7%D9%BE%D8%B2-%D8%B1%D9%88%D9%85%D8%A7%D9%86%D8%AA%DB%8C%DA%A9-%D9%87%D9%88%D9%85-%D9%85%D8%AF%D9%84-kp70/
سرخ کن بدون روغن,دلونگی,21575630,3.8,4.0,1.7,nan,ااااااا,nan,D:/سرخ کن بدون روغن/image_134.jpg,https://www.digikala.com/product/dkp-4815766/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D8%AF%D9%84%D9%88%D9%86%DA%AF%DB%8C-%D9%85%D8%AF%D9%84-fh13961-ex1/
سرخ کن بدون روغن,نینجا,12442000,3.7,,5.2,nan,nan,nan,D:/سرخ کن بدون روغن/image_135.jpg,https://www.digikala.com/product/dkp-9224870/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D9%86%DB%8C%D9%86%D8%AC%D8%A7-%D9%85%D8%AF%D9%84-af160/
سرخ کن بدون روغن,فیلیپس,9571190,3.5,6.0,,nan,nan,nan,D:/سرخ کن بدون روغن/image_136.jpg,https://www.digikala.com/product/dkp-17723563/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D9%81%DB%8C%D9%84%DB%8C%D9%BE%D8%B3-%D9%85%D8%AF%D9%84-9270/
سرخ کن بدون روغن,کنوود,10527600,5.0,6.0,7.0,nan,nan,برنامه پذیری یخ‌زدایی سرخ‌کردن بدون روغن برنامه پخت تایمر دکمه‌های لمسی قابلیت تنظیم دما,D:/سرخ کن بدون روغن/image_137.jpg,https://www.digikala.com/product/dkp-16041407/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%DA%A9%D9%86%D9%88%D9%88%D8%AF-%D9%85%D8%AF%D9%84-hfm80-000ss/
سرخ کن بدون روغن,همیلتون بیچ,17000000,4.0,,12.0,nan,nan,nan,D:/سرخ کن بدون روغن/image_138.jpg,https://www.digikala.com/product/dkp-14557176/%D9%87%D9%88%D8%A7%D9%BE%D8%B2-%D9%87%D9%85%DB%8C%D9%84%D8%AA%D9%88%D9%86-%D8%A8%DB%8C%DA%86-%D9%85%D8%AF%D9%84-1212/
سرخ کن بدون روغن,رومانتیک هوم,3059000,3.9,,11.0,nan,nan,nan,D:/سرخ کن بدون روغن/image_139.jpg,https://www.digikala.com/product/dkp-2381743/%D9%87%D9%88%D8%A7%D9%BE%D8%B2-%D8%B1%D9%88%D9%85%D8%A7%D9%86%D8%AA%DB%8C%DA%A9-%D9%87%D9%88%D9%85-%D9%85%D8%AF%D9%84-01/
سرخ کن بدون روغن,میگل,8500000,4.7,,6.0,nan,صفحه نمیش دیجیتال لمسی,nan,D:/سرخ کن بدون روغن/image_140.jpg,https://www.digikala.com/product/dkp-12045246/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D9%85%DB%8C%DA%AF%D9%84-%D9%85%D8%AF%D9%84-gaf-135/
سرخ کن بدون روغن,تفال,14707870,5.0,8.0,8.3,شست‌وشوی اقلام جانبی در ماشین ظرفشویی,نمایشگر LED با قابلیت نشان دادن دما و برنامه پخت,سرخ‌کردن بدون روغن برنامه پخت تفکیک قطعات تایمر قابلیت تنظیم دما,D:/سرخ کن بدون روغن/image_141.jpg,https://www.digikala.com/product/dkp-17739325/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D8%AA%D9%81%D8%A7%D9%84-%D9%85%D8%AF%D9%84-ey901n40/
سرخ کن بدون روغن,دلمونتی,8380000,3.5,7.0,7.0,قابلیت شست‌وشو,صفحه نمايش لمسي با منو پخت هاي كامل,nan,D:/سرخ کن بدون روغن/image_142.jpg,https://www.digikala.com/product/dkp-15312101/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D8%AF%D9%84%D9%85%D9%88%D9%86%D8%AA%DB%8C-%D9%85%D8%AF%D9%84-dl-800/
سرخ کن بدون روغن,بلک اند دکر,15400000,3.0,8.0,15.0,قابلیت شست‌وشو شست‌وشوی اقلام جانبی در ماشین ظرفشویی ظرف متحرک و قابل شست‌وشو قابلیت شست‌وشو در ماشین ظرفشویی قابلیت نظافت آسان شست‌وشو با دست,لمسی,تفکیک قطعات صفحات جداشونده سرخ‌کردن بدون روغن یخ‌زدایی گریل جوجه گردان پخت ترکیبی برنامه پذیری برنامه پخت تایمر دکمه‌های لمسی قابلیت تنظیم دما,D:/سرخ کن بدون روغن/image_143.jpg,https://www.digikala.com/product/dkp-18137641/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D8%A8%D9%84%DA%A9-%D8%A7%D9%86%D8%AF-%D8%AF%DA%A9%D8%B1-%D9%85%D8%AF%D9%84-aof-150/
سرخ کن بدون روغن,فیلیپس,9349550,3.3,6.0,,nan,nan,nan,D:/سرخ کن بدون روغن/image_144.jpg,https://www.digikala.com/product/dkp-16623270/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D9%81%DB%8C%D9%84%DB%8C%D9%BE%D8%B3-%D9%85%D8%AF%D9%84-9270-%D8%B3%D9%87-%D8%B4%D8%A7%D8%AE/
سرخ کن بدون روغن,زوله‌له,5195000,4.2,,4.5,nan,nan,nan,D:/سرخ کن بدون روغن/image_145.jpg,https://www.digikala.com/product/dkp-11214896/%D9%87%D9%88%D8%A7%D9%BE%D8%B2-%D8%B2%D9%88%D9%84%D9%87-%D9%84%D9%87-%D9%85%D8%AF%D9%84-za004/
سرخ کن بدون روغن,داتیس,9400000,2.0,,8.0,nan,nan,nan,D:/سرخ کن بدون روغن/image_146.jpg,https://www.digikala.com/product/dkp-13259156/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D8%AF%D8%A7%D8%AA%DB%8C%D8%B3-%D9%85%D8%AF%D9%84-df202/
سرخ کن بدون روغن,برلین,6950000,,6.0,8.0,قابلیت نظافت آسان,پنل لمسی,برنامه پخت تایمر قابلیت تنظیم دما دکمه‌های لمسی,D:/سرخ کن بدون روغن/image_147.jpg,https://www.digikala.com/product/dkp-16737035/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D8%A8%D8%B1%D9%84%DB%8C%D9%86-%D9%85%D8%AF%D9%84-650b/
سرخ کن بدون روغن,گاستروبک,29390000,4.5,,22.0,nan,دارای صفحه لمسی,nan,D:/سرخ کن بدون روغن/image_148.jpg,https://www.digikala.com/product/dkp-12966090/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%DA%AF%D8%A7%D8%B3%D8%AA%D8%B1%D9%88%D8%A8%DA%A9-%D9%85%D8%AF%D9%84-42815/
سرخ کن بدون روغن,دسینی,4500000,3.0,,8.0,nan,nan,nan,D:/سرخ کن بدون روغن/image_149.jpg,https://www.digikala.com/product/dkp-12492589/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D8%AF%D8%B3%DB%8C%D9%86%DB%8C-%D9%85%D8%AF%D9%84-ds-811/
سرخ کن بدون روغن,زوله‌له,8137000,4.1,6.0,6.0,nan,nan,nan,D:/سرخ کن بدون روغن/image_150.jpg,https://www.digikala.com/product/dkp-12710842/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D8%B2%D9%88%D9%84%D9%87%D9%84%D9%87-%D9%85%D8%AF%D9%84-za-005/
سرخ کن بدون روغن,متفرقه,9550000,4.1,,,nan,دارای صفحه نمایش لمسی با 9 برنامه پخت برای استفاده راحت و آسان ، سرخ کن Unie US-6800 دارای ظرفیت 7  است که برای خانواده های 4-6 نفر یا بیشتر مناسب است. پخت هزاران غذای خوشمزه از سرخ شده، کبابی گرفته تا بخارپز، خشک کننده قوی میوه ها، پخته، Unie US-6800 همگی می توانند تنها با لمس یک دکمه انجام داد ،قدرت گریل/بخار: 1700 وات/ 900 وات ،ولتاژ: 220 ولت ،محدوده دما: 80-200 درجه سانتیگراد ،جنس: فولاد ضد زنگ 304 و پلاستیک PP ،تکنولوژی: Rapid air + Steam Active ، کنترل: پنل LED ،حجم سینی سرخ کردنی: 7 ; ظرفیت مخزن آب: 1.2 ،حالت خاموش شدن خودکار هنگام بلند کردن سبد سرخ کردنی یا تمام شدن آب، عملکرد کارآمد و به موقع را تضمین می کند و ایمنی مطلق را برای مشتریان تضمین می کند.این اولین ترکیبی است که در بازار ظاهر می شود ،ترکیبی از فناوری سرخ کردن بدون روغن پیشرفته Rapid Air و فناوری بخار فوق گرم Steam Active به غذاهای شما کمک می کند تا بهترین طعم را داشته باشند.فناوری Rapid Air: غذا را با استفاده از حرارت هوا طبخ می کند. نوار حرارتی (Mayso) همراه با یک فن کانوکشن 360 درجه هوای گرم را در اطراف دیگ داخلی به گردش در می‌آورد تا به غذا در داخل لذیذ و از بیرون ترد شود.فن آوری Steam Active: از بخار متناوب استفاده می کند، سوزاندن سطح را به حداقل می رساند، غذا را از بیرون ترد می کند، اما از داخل هنوز نرم و مرطوب می شود، غذا به سطح عالی از شیرینی نرم می رسد، بدون اینکه خشک شود مانند سرخ کردن با ماهی تابه سنتی یا قدیمی. سرخ کن بادی نسل,nan,D:/سرخ کن بدون روغن/image_151.jpg,https://www.digikala.com/product/dkp-10650525/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D9%85%D8%AF%D9%84-6800/
سرخ کن بدون روغن,تفال,15984000,4.4,4.0,6.2,nan,لمسی,nan,D:/سرخ کن بدون روغن/image_152.jpg,https://www.digikala.com/product/dkp-11052258/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D8%AA%D9%81%D8%A7%D9%84-%D9%85%D8%AF%D9%84-fw201815/
سرخ کن بدون روغن,لاریزو,7000000,,6.0,6.5,nan,لمسی دارای برنامه غذایی پخت اتوماتیک,سرخ‌کردن بدون روغن یخ‌زدایی پخت ترکیبی برنامه پذیری برنامه پخت قابلیت تنظیم دما دکمه‌های لمسی,D:/سرخ کن بدون روغن/image_153.jpg,https://www.digikala.com/product/dkp-16082112/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D9%84%D8%A7%D8%B1%DB%8C%D8%B2%D9%88-%D9%85%D8%AF%D9%84-1260/
سرخ کن بدون روغن,هنریچ,9700000,4.5,6.0,4.5,nan,تمام تاچ ال سی دی,nan,D:/سرخ کن بدون روغن/image_154.jpg,https://www.digikala.com/product/dkp-12559314/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D9%87%D9%86%D8%B1%DB%8C%DA%86-%D9%85%D8%AF%D9%84-hfr8214/
سرخ کن بدون روغن,ترام هاوس,6900000,5.0,8.0,7.2,شست‌وشوی اقلام جانبی در ماشین ظرفشویی شست‌وشو با دست,nan,سرخ‌کردن بدون روغن,D:/سرخ کن بدون روغن/image_155.jpg,https://www.digikala.com/product/dkp-18303737/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D8%AA%D8%B1%D8%A7%D9%85-%D9%87%D8%A7%D9%88%D8%B3-%D9%85%D8%AF%D9%84-af-25700-d/
سرخ کن بدون روغن,ولگا,7100000,4.1,12.0,12.0,nan,لمسی,بازشوندگی چرخش 360 درجه چرخش دو طرفه صفحات جداشونده,D:/سرخ کن بدون روغن/image_156.jpg,https://www.digikala.com/product/dkp-15076944/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D9%88%D9%84%DA%AF%D8%A7-%D9%85%D8%AF%D9%84-volga-114-c/
سرخ کن بدون روغن,آ ا گ,11950000,,6.0,5.4,nan,nan,nan,D:/سرخ کن بدون روغن/image_157.jpg,https://www.digikala.com/product/dkp-13243651/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D8%A2-%D8%A7-%DA%AF-%D9%85%D8%AF%D9%84-af6-i-6st/
سرخ کن بدون روغن,نوتریکوک,11400000,3.9,,5.7,nan,LED,nan,D:/سرخ کن بدون روغن/image_158.jpg,https://www.digikala.com/product/dkp-11640193/%D8%B3%D8%B1%D8%AE-%DA%A9%D9%86-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%88%D8%BA%D9%86-%D9%86%D9%88%D8%AA%D8%B1%DB%8C%DA%A9%D9%88%DA%A9-%D9%85%D8%AF%D9%84-af357v/
