category,brand,price,rating,juice_container_capacity,blade_material,input_size,pulp_container_desc,image_path,product_url
آبمیوه گیری,ویداس,3130000,3.4,nan,nan,nan,nan,D:/آبمیوه گیری/image_56.jpg,https://www.digikala.com/product/dkp-17525883/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D9%88%DB%8C%D8%AF%D8%A7%D8%B3-%D9%85%D8%AF%D9%84-3605/
آبمیوه گیری,نانیوا,7000000,4.2,nan,nan,nan,nan,D:/آبمیوه گیری/image_57.jpg,https://www.digikala.com/product/dkp-5571007/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D9%86%D8%A7%D9%86%DB%8C%D9%88%D8%A7-%D9%85%D8%AF%D9%84-nj-178/
آبمیوه گیری,متفرقه,19200000,4.3,nan,nan,nan,nan,D:/آبمیوه گیری/image_58.jpg,https://www.digikala.com/product/dkp-3824042/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D9%85%D9%88%D8%AF%DA%A9%D8%B3-%D9%85%D8%AF%D9%84-sj595/
آبمیوه گیری,کنوود,6265200,4,0.85,nan,nan,nan,D:/آبمیوه گیری/image_59.jpg,https://www.digikala.com/product/dkp-3153771/%D8%A2%D8%A8-%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%DA%A9%D9%86%D9%88%D9%88%D8%AF-%D9%85%D8%AF%D9%84-jep02/
آبمیوه گیری,براون,8900000,3.8,1.25,nan,75,دارای حجم 1.25,D:/آبمیوه گیری/image_60.jpg,https://www.digikala.com/product/dkp-100386/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%A8%D8%B1%D8%A7%D9%88%D9%86-%D9%85%D8%AF%D9%84-j300/
آبمیوه گیری,گرین لاین,1650000,3.8,nan,nan,nan,nan,D:/آبمیوه گیری/image_61.jpg,https://www.digikala.com/product/dkp-17197418/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%DA%AF%D8%B1%DB%8C%D9%86-%D9%84%D8%A7%DB%8C%D9%86-%D9%85%D8%AF%D9%84-gnjetpls/
آبمیوه گیری,گوسونیک,4320000,3.8,1,nan,85 میلی متر,2,D:/آبمیوه گیری/image_62.jpg,https://www.digikala.com/product/dkp-17955853/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%DA%AF%D9%88%D8%B3%D9%88%D9%86%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-gsj-803/
آبمیوه گیری,میگل,5570000,4.3,0.5,nan,75,2.5,D:/آبمیوه گیری/image_63.jpg,https://www.digikala.com/product/dkp-3967090/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D9%85%DB%8C%DA%AF%D9%84-%D9%85%D8%AF%D9%84-gpj-180/
آبمیوه گیری,کنوود,6110200,4.2,0.85,nan,nan,nan,D:/آبمیوه گیری/image_64.jpg,https://www.digikala.com/product/dkp-8661674/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%DA%A9%D9%86%D9%88%D9%88%D8%AF-%D9%85%D8%AF%D9%84-jep02/
آبمیوه گیری,متفرقه,4365000,nan,nan,nan,nan,nan,D:/آبمیوه گیری/image_65.jpg,https://www.digikala.com/product/dkp-18073236/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%A2-%D8%A7-%DA%AF-%D9%85%D8%AF%D9%84-ae-2250/
آبمیوه گیری,متفرقه,8740000,3.4,nan,nan,nan,nan,D:/آبمیوه گیری/image_66.jpg,https://www.digikala.com/product/dkp-11852223/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%AF%D8%A7%D8%AA%DB%8C%D8%B3-%D9%85%D8%AF%D9%84-db-770/
آبمیوه گیری,آ ا گ,11400000,nan,nan,nan,nan,nan,D:/آبمیوه گیری/image_67.jpg,https://www.digikala.com/product/dkp-14314098/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%A2-%D8%A7-%DA%AF-%D9%85%D8%AF%D9%84-ag-7008/
آبمیوه گیری,سوئیس پلاس,5700000,4,2.4,nan,nan,nan,D:/آبمیوه گیری/image_68.jpg,https://www.digikala.com/product/dkp-13072417/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%B3%D9%88%D8%A6%DB%8C%D8%B3-%D9%BE%D9%84%D8%A7%D8%B3-%D9%85%D8%AF%D9%84-sje-8230d/
آبمیوه گیری,تکنو,5950000,4,0.85,nan,75,1.7 ی,D:/آبمیوه گیری/image_69.jpg,https://www.digikala.com/product/dkp-559783/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%AA%DA%A9%D9%86%D9%88-%D9%85%D8%AF%D9%84-te-312/
آبمیوه گیری,کاراجا,8999000,5,nan,nan,nan,nan,D:/آبمیوه گیری/image_70.jpg,https://www.digikala.com/product/dkp-12792056/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%DA%A9%D8%A7%D8%B1%D8%A7%D8%AC%D8%A7-%D9%85%D8%AF%D9%84-%D8%A2%D9%86%D8%AA%D8%B1%D8%A7%D8%B3%DB%8C%D8%AA-%DA%A9%D8%AF-15301064893/
آبمیوه گیری,کنوود,8800000,3.5,nan,nan,nan,2 ی,D:/آبمیوه گیری/image_71.jpg,https://www.digikala.com/product/dkp-4924748/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%DA%A9%D9%86%D9%88%D9%88%D8%AF-%D9%85%D8%AF%D9%84-jem500ss/
آبمیوه گیری,نانیوا,3500000,4,nan,nan,nan,nan,D:/آبمیوه گیری/image_72.jpg,https://www.digikala.com/product/dkp-3174043/%D8%A2%D8%A8-%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D9%86%D8%A7%D9%86%DB%8C%D9%88%D8%A7-%D9%85%D8%AF%D9%84-176nr/
آبمیوه گیری,تکنو,3060000,nan,nan,nan,nan,nan,D:/آبمیوه گیری/image_73.jpg,https://www.digikala.com/product/dkp-17828153/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%AA%DA%A9%D9%86%D9%88-%D9%85%D8%AF%D9%84-te-218/
آبمیوه گیری,متفرقه,4700000,4.3,1,nan,75,دارای مخزن 2.2,D:/آبمیوه گیری/image_74.jpg,https://www.digikala.com/product/dkp-2834070/%D8%A2%D8%A8-%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D9%88%D8%B1%D8%AF%D8%A7-%D9%85%D8%AF%D9%84-60/
آبمیوه گیری,مجیمیکس,46000000,nan,nan,nan,nan,nan,D:/آبمیوه گیری/image_75.jpg,https://www.digikala.com/product/dkp-14133848/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D9%85%D8%AC%DB%8C%D9%85%DB%8C%DA%A9%D8%B3-%D9%85%D8%AF%D9%84-18082/
آبمیوه گیری,تکنو,5999000,3.4,1,nan,75 میلی‌متر,1.7,D:/آبمیوه گیری/image_76.jpg,https://www.digikala.com/product/dkp-7663306/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%AA%DA%A9%D9%86%D9%88-%D9%85%D8%AF%D9%84-te-314/
آبمیوه گیری,تولیپس,5200000,4.7,nan,nan,nan,nan,D:/آبمیوه گیری/image_77.jpg,https://www.digikala.com/product/dkp-17696116/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%AA%D9%88%D9%84%DB%8C%D9%BE%D8%B3-%D9%85%D8%AF%D9%84-fj-a-481/
آبمیوه گیری,تکنو,3390000,3.6,nan,nan,75,nan,D:/آبمیوه گیری/image_78.jpg,https://www.digikala.com/product/dkp-2178005/%D8%A2%D8%A8-%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%AA%DA%A9%D9%86%D9%88-%D9%85%D8%AF%D9%84-te-219/
آبمیوه گیری,ترام هاوس,3850000,4,1,nan,nan,nan,D:/آبمیوه گیری/image_79.jpg,https://www.digikala.com/product/dkp-15392224/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%AA%D8%B1%D8%A7%D9%85-%D9%87%D8%A7%D9%88%D8%B3-%D9%85%D8%AF%D9%84-pj-45010d/
آبمیوه گیری,گرند,11400000,3.6,1,nan,85,دارای مخزن 2 ی تفاله,D:/آبمیوه گیری/image_80.jpg,https://www.digikala.com/product/dkp-934581/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%DA%AF%D8%B1%D9%86%D8%AF-%D9%85%D8%AF%D9%84-gr-1072/
آبمیوه گیری,آ ای سی اچ,3420000,nan,nan,nan,nan,nan,D:/آبمیوه گیری/image_81.jpg,https://www.digikala.com/product/dkp-15865417/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%A2-%D8%A7%DB%8C-%D8%B3%DB%8C-%D8%A7%DA%86-%D9%85%D8%AF%D9%84-aec-h860/
آبمیوه گیری,سوئیس پلاس,5600000,nan,nan,nan,nan,nan,D:/آبمیوه گیری/image_82.jpg,https://www.digikala.com/product/dkp-14048197/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%B3%D9%88%D8%A6%DB%8C%D8%B3-%D9%BE%D9%84%D8%A7%D8%B3-%D9%85%D8%AF%D9%84-je-8420s/
آبمیوه گیری,ارشیا,4300000,4,nan,nan,nan,nan,D:/آبمیوه گیری/image_83.jpg,https://www.digikala.com/product/dkp-8936865/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%A7%D8%B1%D8%B4%DB%8C%D8%A7-%D9%85%D8%AF%D9%84-4-%DA%A9%D8%A7%D8%B1%D9%87/
آبمیوه گیری,متفرقه,4610000,nan,nan,nan,nan,nan,D:/آبمیوه گیری/image_84.jpg,https://www.digikala.com/product/dkp-14282967/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-4%DA%A9%D8%A7%D8%B1%D9%87-%D9%85%D8%AF%D9%84-sr-j700/
آبمیوه گیری,ناسا الکتریک,7700000,4.3,nan,nan,nan,nan,D:/آبمیوه گیری/image_85.jpg,https://www.digikala.com/product/dkp-7441153/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D9%86%D8%A7%D8%B3%D8%A7-%D8%A7%D9%84%DA%A9%D8%AA%D8%B1%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-ns-946/
آبمیوه گیری,گرند,9500000,2.5,1,nan,85,دارای مخزن 2 ی تفاله,D:/آبمیوه گیری/image_86.jpg,https://www.digikala.com/product/dkp-934582/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%DA%AF%D8%B1%D9%86%D8%AF-%D9%85%D8%AF%D9%84-gr-1040/
آبمیوه گیری,جنرال پلاس,15200000,nan,nan,nan,nan,nan,D:/آبمیوه گیری/image_87.jpg,https://www.digikala.com/product/dkp-11915257/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%AC%D9%86%D8%B1%D8%A7%D9%84-%D9%BE%D9%84%D8%A7%D8%B3-%D9%85%D8%AF%D9%84-ge-9845/
آبمیوه گیری,بلانتون,7640000,4.7,1,nan,عریض,2.4,D:/آبمیوه گیری/image_88.jpg,https://www.digikala.com/product/dkp-15307079/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%A8%D9%84%D8%A7%D9%86%D8%AA%D9%88%D9%86-%D9%85%D8%AF%D9%84-bcr-ju2404/
آبمیوه گیری,سوئیس پلاس,5480000,4.3,nan,nan,nan,nan,D:/آبمیوه گیری/image_89.jpg,https://www.digikala.com/product/dkp-15073225/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%B3%D9%88%D8%A6%DB%8C%D8%B3-%D9%BE%D9%84%D8%A7%D8%B3-%D9%85%D8%AF%D9%84-sje-8230d/
آبمیوه گیری,متفرقه,5830000,3.8,1,nan,75,nan,D:/آبمیوه گیری/image_90.jpg,https://www.digikala.com/product/dkp-2857734/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D9%88%DB%8C%DA%A9%D9%86%D8%B2-%D9%85%D8%AF%D9%84-vic-985/
آبمیوه گیری,آیکو,11900000,nan,nan,nan,nan,nan,D:/آبمیوه گیری/image_91.jpg,https://www.digikala.com/product/dkp-15069958/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-4-%DA%A9%D8%A7%D8%B1%D9%87-%D8%A2%DB%8C%DA%A9%D9%88-%D9%85%D8%AF%D9%84-ak122jc/
آبمیوه گیری,سیج,33000000,3,nan,nan,84 میلی متر,nan,D:/آبمیوه گیری/image_92.jpg,https://www.digikala.com/product/dkp-12147903/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%B3%DB%8C%D8%AC-%D9%85%D8%AF%D9%84-bje410/
آبمیوه گیری,آزور,8800000,nan,nan,nan,80,nan,D:/آبمیوه گیری/image_93.jpg,https://www.digikala.com/product/dkp-13843237/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%A2%D8%B2%D9%88%D8%B1-%D9%85%D8%AF%D9%84-az-222jc/
آبمیوه گیری,نانیوا,3800000,3.7,nan,nan,nan,nan,D:/آبمیوه گیری/image_94.jpg,https://www.digikala.com/product/dkp-3046070/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D9%86%D8%A7%D9%86%DB%8C%D9%88%D8%A7-%D9%85%D8%AF%D9%84-mj-176nr/
آبمیوه گیری,باریتون,18850000,3,nan,nan,84 میلی متر,گنجایش 2 ی,D:/آبمیوه گیری/image_95.jpg,https://www.digikala.com/product/dkp-11295459/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%A8%D8%A7%D8%B1%DB%8C%D8%AA%D9%88%D9%86-%D9%85%D8%AF%D9%84-bj-13004st/
آبمیوه گیری,باروکس,17150000,nan,nan,nan,75,تخلیه اتوماتیک تفاله در مخزن 2 ی,D:/آبمیوه گیری/image_96.jpg,https://www.digikala.com/product/dkp-15220473/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%A8%D8%A7%D8%B1%D9%88%DA%A9%D8%B3-%D9%85%D8%AF%D9%84-jb-141/
آبمیوه گیری,ارشیا,3700000,nan,nan,nan,nan,nan,D:/آبمیوه گیری/image_97.jpg,https://www.digikala.com/product/dkp-7705128/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%A7%D8%B1%D8%B4%DB%8C%D8%A7-%D9%85%D8%AF%D9%84-jb-6141a/
آبمیوه گیری,بلک اند دکر,6504300,4.3,1.7,nan,nan,nan,D:/آبمیوه گیری/image_98.jpg,https://www.digikala.com/product/dkp-4815832/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%A8%D9%84%DA%A9-%D8%A7%D9%86%D8%AF-%D8%AF%DA%A9%D8%B1-%D9%85%D8%AF%D9%84-je800-b5/
آبمیوه گیری,سوئیس پلاس,3300000,nan,nan,nan,nan,nan,D:/آبمیوه گیری/image_99.jpg,https://www.digikala.com/product/dkp-14413018/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%B3%D9%88%D8%A6%DB%8C%D8%B3-%D9%BE%D9%84%D8%A7%D8%B3-%D9%85%D8%AF%D9%84-sje-8210/
آبمیوه گیری,کوریزن,19500000,nan,nan,nan,nan,nan,D:/آبمیوه گیری/image_100.jpg,https://www.digikala.com/product/dkp-12311479/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%DA%A9%D9%88%D8%B1%DB%8C%D8%B2%D9%86-%D9%85%D8%AF%D9%84-ju-401/
آبمیوه گیری,unknown,8700000,nan,nan,nan,85 میلی متر,nan,D:/آبمیوه گیری/image_101.jpg,https://www.digikala.com/product/dkp-17512543/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%A8%D9%84%DA%A9-%D8%A7%D9%86%D8%AF-%DA%A9%D9%88%DA%A9%D8%B1-%D9%85%D8%AF%D9%84-bc-js-767/
آبمیوه گیری,متفرقه,13600000,nan,nan,nan,nan,nan,D:/آبمیوه گیری/image_102.jpg,https://www.digikala.com/product/dkp-17299097/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D9%85%D8%AF%D9%84-mes4010/
آبمیوه گیری,وسترن هاوس,23850000,nan,nan,nan,85 میلی‌متر,nan,D:/آبمیوه گیری/image_103.jpg,https://www.digikala.com/product/dkp-17288147/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D9%88%D8%B3%D8%AA%D8%B1%D9%86-%D9%87%D8%A7%D9%88%D8%B3-%D9%85%D8%AF%D9%84-wju-4140/
آبمیوه گیری,جی پاس,4100000,2.4,nan,nan,nan,nan,D:/آبمیوه گیری/image_104.jpg,https://www.digikala.com/product/dkp-14202229/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%AC%DB%8C-%D9%BE%D8%A7%D8%B3-%D9%85%D8%AF%D9%84-gsb6147n/
آبمیوه گیری,ساکس,5450000,nan,nan,nan,75 میلی متر,گنجایش 2,D:/آبمیوه گیری/image_105.jpg,https://www.digikala.com/product/dkp-15294364/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%B3%D8%A7%DA%A9%D8%B3-%D9%85%D8%AF%D9%84-gt-mj5040/
آبمیوه گیری,ناسا الکتریک,7285000,nan,nan,nan,nan,2,D:/آبمیوه گیری/image_106.jpg,https://www.digikala.com/product/dkp-9005725/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D9%86%D8%A7%D8%B3%D8%A7-%D8%A7%D9%84%DA%A9%D8%AA%D8%B1%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-ns-945/
آبمیوه گیری,گرند,8400000,4.3,1,nan,85,دارای مخزن 2 ی تفاله,D:/آبمیوه گیری/image_107.jpg,https://www.digikala.com/product/dkp-934542/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%DA%AF%D8%B1%D9%86%D8%AF-%D9%85%D8%AF%D9%84-gr-1030/
آبمیوه گیری,مایدیا,5499900,3,1.25,nan,85,پلاستیکی,D:/آبمیوه گیری/image_108.jpg,https://www.digikala.com/product/dkp-506033/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D9%85%D8%A7%DB%8C%D8%AF%DB%8C%D8%A7-%D9%85%D8%AF%D9%84-mj-60jm01b/
آبمیوه گیری,بیترون,5500000,3.6,nan,nan,75,2,D:/آبمیوه گیری/image_109.jpg,https://www.digikala.com/product/dkp-563686/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%A8%D8%A7%DB%8C%D8%AA%D8%B1%D9%88%D9%86-%D9%85%D8%AF%D9%84-bam-800/
آبمیوه گیری,متفرقه,3990000,nan,nan,nan,84,nan,D:/آبمیوه گیری/image_110.jpg,https://www.digikala.com/product/dkp-13656651/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%DA%A9%D9%88%D9%85%D8%AA%D8%A7%DB%8C-%D9%85%D8%AF%D9%84-710/
آبمیوه گیری,جنرال پلاس,12598000,2,nan,nan,nan,nan,D:/آبمیوه گیری/image_111.jpg,https://www.digikala.com/product/dkp-11915474/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%AC%D9%86%D8%B1%D8%A7%D9%84-%D9%BE%D9%84%D8%A7%D8%B3-%D9%85%D8%AF%D9%84-ge-9843/
آبمیوه گیری,آ ا گ,4350000,3,nan,nan,nan,nan,D:/آبمیوه گیری/image_112.jpg,https://www.digikala.com/product/dkp-14820978/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D8%A2-%D8%A7-%DA%AF-%D9%85%D8%AF%D9%84-ae-b314/
آبمیوه گیری,نانیوا,5900000,2.6,nan,nan,nan,nan,D:/آبمیوه گیری/image_113.jpg,https://www.digikala.com/product/dkp-7580996/%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87-%DA%AF%DB%8C%D8%B1%DB%8C-%D9%86%D8%A7%D9%86%DB%8C%D9%88%D8%A7-%D9%85%D8%AF%D9%84-nsj-190/
