category,brand,price,rating,capacity,energy_rating,height,width,depth,water_consumption,power_consumption,display,door_opening,image_path,product_url
ماشین لباسشویی,گرین,47600000,4.3,12 کیلوگرم,A+++,85.0,60.0,64.0,65,nan,نشانگر LED,به سمت چپ,D:/ماشین لباسشویی/image_134.jpg,https://www.digikala.com/product/dkp-13787779/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%DA%AF%D8%B1%DB%8C%D9%86-%D9%85%D8%AF%D9%84-gwm120bl1400-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-12-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,سپهر الکتریک,27900000,,8 کیلوگرم,nan,85.0,60.0,60.0,nan,nan,nan,به سمت چپ,D:/ماشین لباسشویی/image_135.jpg,https://www.digikala.com/product/dkp-11731027/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%B3%D9%BE%D9%87%D8%B1-%D8%A7%D9%84%DA%A9%D8%AA%D8%B1%DB%8C%DA%A9-%D9%85%D8%AF%D9%84-se1286t-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-8-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,بویر,28198000,,9 کیلوگرم,nan,83.0,60.0,60.0,nan,A+++,nan,به سمت چپ,D:/ماشین لباسشویی/image_136.jpg,https://www.digikala.com/product/dkp-16242948/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A8%D9%88%DB%8C%D8%B1-%D9%85%D8%AF%D9%84-b1140-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-%DB%B9-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,جی پلاس,34250000,,8 کیلوگرم,A+++,85.0,60.0,56.0,B,nan,نشانگر LED لمسی,به سمت چپ,D:/ماشین لباسشویی/image_137.jpg,https://www.digikala.com/product/dkp-18353805/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D8%AC%DB%8C-%D9%BE%D9%84%D8%A7%D8%B3-%D9%85%D8%AF%D9%84-gwm-m880s-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-8-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,هاردستون,38000000,,8 کیلوگرم,nan,84.0,59.0,53.0,nan,nan,صفحه نمایش,به سمت چپ,D:/ماشین لباسشویی/image_138.jpg,https://www.digikala.com/product/dkp-9442645/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%87%D8%A7%D8%B1%D8%AF%D8%B3%D8%AA%D9%88%D9%86-%D9%85%D8%AF%D9%84-wmm8414-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-8-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,فریدولین,6623100,5.0,6.8 کیلوگرم,B,86.0,73.0,44.0,nan,nan,nan,به سمت بالا,D:/ماشین لباسشویی/image_139.jpg,https://www.digikala.com/product/dkp-18197884/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-68-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85-%D9%86%DB%8C%D9%85%D9%87-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D9%81%D8%B1%DB%8C%D8%AF%D9%88%D9%84%DB%8C%D9%86-%D9%85%D8%AF%D9%84-swt68g/
ماشین لباسشویی,برفاب,9181600,3.1,12 کیلوگرم,nan,101.0,56.0,99.0,nan,nan,nan,به سمت بالا,D:/ماشین لباسشویی/image_140.jpg,https://www.digikala.com/product/dkp-10648047/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A8%D8%B1%D9%81%D8%A7%D8%A8-%D9%85%D8%AF%D9%84-wm15-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-12-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,لیدر,17099000,3.0,7 کیلوگرم,nan,84.0,60.0,53.0,nan,nan,nan,به سمت راست,D:/ماشین لباسشویی/image_141.jpg,https://www.digikala.com/product/dkp-12615448/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%84%DB%8C%D8%AF%D8%B1-%D9%85%D8%AF%D9%84-l1200-%DA%AF%D9%86%D8%AC%D8%A7%DB%8C%D8%B4-7-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,پاکشوما,29895000,,7 کیلوگرم,A++,85.0,60.0,54.0,C,nan,nan,به سمت چپ,D:/ماشین لباسشویی/image_142.jpg,https://www.digikala.com/product/dkp-17945854/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D9%BE%D8%A7%DA%A9%D8%B4%D9%88%D9%85%D8%A7-%D9%85%D8%AF%D9%84-bwf-40704-ist-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-7-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,جی پلاس,28839380,,8 کیلوگرم,A+++,85.0,60.0,58.0,B,nan,نشانگر LED لمسی,به سمت چپ,D:/ماشین لباسشویی/image_143.jpg,https://www.digikala.com/product/dkp-18154382/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D8%AC%DB%8C-%D9%BE%D9%84%D8%A7%D8%B3-%D9%85%D8%AF%D9%84-gwm-m854t-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-8-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,گرین,53700000,,12 کیلوگرم,A+++,85.0,59.5,64.0,nan,nan,نشانگر LED,به سمت چپ,D:/ماشین لباسشویی/image_144.jpg,https://www.digikala.com/product/dkp-18333734/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%DA%AF%D8%B1%DB%8C%D9%86-%D9%85%D8%AF%D9%84-gwm120dd1200bmw-db-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-12-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,گرین,52400000,,12 کیلوگرم,A+++,85.0,59.5,64.0,nan,nan,نشانگر LED لمسی,به سمت چپ,D:/ماشین لباسشویی/image_145.jpg,https://www.digikala.com/product/dkp-18333626/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-12-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%DA%AF%D8%B1%DB%8C%D9%86-%D9%85%D8%AF%D9%84-gwm120dd1200bmw-s/
ماشین لباسشویی,گرین,50800000,,12 کیلوگرم,A+++,85.0,59.5,64.0,nan,nan,نشانگر LED لمسی,به سمت چپ,D:/ماشین لباسشویی/image_146.jpg,https://www.digikala.com/product/dkp-18333484/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-12-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%DA%AF%D8%B1%DB%8C%D9%86-%D9%85%D8%AF%D9%84-gwm120dd1200bmw-w/
ماشین لباسشویی,ریتون,10684000,,15 کیلوگرم,A+++,100.0,93.0,53.0,کم مصرف A+,A+++,معمولی,به سمت بالا,D:/ماشین لباسشویی/image_147.jpg,https://www.digikala.com/product/dkp-17958475/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-15-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85-%D9%86%DB%8C%D9%85%D9%87-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D8%B1%DB%8C%D8%AA%D9%88%D9%86-%D9%85%D8%AF%D9%84-rwm-1603-tgs/
ماشین لباسشویی,ریتون,9823000,,14 کیلوگرم,A+++,87.0,99.0,52.0,A+,4 آمپر,معمولی,به سمت بالا,D:/ماشین لباسشویی/image_148.jpg,https://www.digikala.com/product/dkp-18246453/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%86%DB%8C%D9%85%D9%87-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D8%B1%DB%8C%D8%AA%D9%88%D9%86-%D9%85%D8%AF%D9%84-rwm-1402-tga-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-14-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,پاکشوما,29893000,5.0,8 کیلوگرم,nan,85.0,60.0,60.0,nan,nan,لمسی,به سمت چپ,D:/ماشین لباسشویی/image_149.jpg,https://www.digikala.com/product/dkp-7542594/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%BE%D8%A7%DA%A9%D8%B4%D9%88%D9%85%D8%A7-%D9%85%D8%AF%D9%84-tfu-85402st/
ماشین لباسشویی,پاکشوما,34492670,3.3,8 کیلوگرم,A++,85.0,60.0,54.0,C,nan,nan,به سمت چپ,D:/ماشین لباسشویی/image_150.jpg,https://www.digikala.com/product/dkp-12124453/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%DB%8C%DA%A9-%D9%BE%D8%A7%DA%A9%D8%B4%D9%88%D9%85%D8%A7-%D9%85%D8%AF%D9%84-bwf-40806-wt-%D8%B8%D8%B1%D9%81%DB%8C%D8%AA-8-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,هومتکس,350000,4.5,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_151.jpg,https://www.digikala.com/product/dkp-2519407/%DA%A9%D8%A7%D9%88%D8%B1-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%87%D9%88%D9%85%D8%AA%DA%A9%D8%B3-%DA%A9%D8%AF-wmc-h/
ماشین لباسشویی,متفرقه,117000,3.8,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_152.jpg,https://www.digikala.com/product/dkp-1634818/%DA%A9%D8%A7%D9%88%D8%B1-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%85%D8%AF%D9%84-hs1/
ماشین لباسشویی,متفرقه,149400,4.2,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_153.jpg,https://www.digikala.com/product/dkp-6872795/%D9%82%D8%B1%D8%B5-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%81%D8%B1%D8%A7%D9%86%DA%A9-%D9%85%D8%AF%D9%84-5523-%D8%A8%D8%B3%D8%AA%D9%87-12-%D8%B9%D8%AF%D8%AF%DB%8C/
ماشین لباسشویی,متفرقه,313000,4.2,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_154.jpg,https://www.digikala.com/product/dkp-1104124/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A7%D8%B3%D8%A8%D8%A7%D8%A8-%D8%A8%D8%A7%D8%B2%DB%8C-%D9%85%D8%AF%D9%84-beauty-washer/
ماشین لباسشویی,پورکس,219000,4.1,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_155.jpg,https://www.digikala.com/product/dkp-8504704/%D9%BE%D9%88%D8%AF%D8%B1-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%BE%D9%88%D8%B1%DA%A9%D8%B3-%D9%85%D8%AF%D9%84-%D9%85%D8%B9%D8%B7%D8%B1-%D9%88%D8%B2%D9%86-10-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,متفرقه,88000,4.1,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_156.jpg,https://www.digikala.com/product/dkp-12608711/%D8%AC%D8%B1%D9%85-%DA%AF%DB%8C%D8%B1-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%88-%D8%B8%D8%B1%D9%81%D8%B4%D9%88%DB%8C%DB%8C-%DA%A9%D8%B1%D8%A8%D9%88%D9%86%D8%A7-%D9%85%D8%AF%D9%84-a2034-%D9%88%D8%B2%D9%86-50-%DA%AF%D8%B1%D9%85-%D8%A8%D8%B3%D8%AA%D9%87-5-%D8%B9%D8%AF%D8%AF%DB%8C/
ماشین لباسشویی,متفرقه,1500000,,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_157.jpg,https://www.digikala.com/product/dkp-11572019/%DA%A9%D9%85%DA%A9-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%85%D8%AF%D9%84-80-%DA%A9%D8%AF-01-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%A7%D9%86%D9%88%D8%A7%D8%B9-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%85%D8%AC%D9%85%D9%88%D8%B9%D9%87-20-%D8%B9%D8%AF%D8%AF%DB%8C/
ماشین لباسشویی,متفرقه,148800,4.1,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_158.jpg,https://www.digikala.com/product/dkp-11292795/%DA%A9%D8%A7%D9%88%D8%B1-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%85%D8%AF%D9%84-moeen/
ماشین لباسشویی,متفرقه,400000,3.7,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_159.jpg,https://www.digikala.com/product/dkp-4857558/%D8%B3%D9%86%D8%B3%D9%88%D8%B1-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%85%D8%AF%D9%84-%D8%B4%DB%8C%D8%B1%D8%A8%D8%B1%D9%82%DB%8C-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%85%D8%AF%D9%84-02/
ماشین لباسشویی,متفرقه,163800,3.9,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_160.jpg,https://www.digikala.com/product/dkp-4029680/%DA%A9%D8%A7%D9%88%D8%B1-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%85%D8%AF%D9%84-%D8%AA%D8%A7%D8%AC-%D9%85%D8%A7%D9%87-%DA%A9%D8%AF-tm6/
ماشین لباسشویی,متفرقه,121000,3.7,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_161.jpg,https://www.digikala.com/product/dkp-3547790/%DA%A9%D8%A7%D9%88%D8%B1-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%85%D8%AF%D9%84-%D8%B3%D8%AA%D8%A7%D8%B1%D9%87/
ماشین لباسشویی,پور وایت,259000,4.2,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_162.jpg,https://www.digikala.com/product/dkp-16364311/%D9%BE%D9%88%D8%AF%D8%B1-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%BE%D9%88%D8%B1-%D9%88%D8%A7%DB%8C%D8%AA-%D9%85%D8%AF%D9%84-shiny-%D9%88%D8%B2%D9%86-10000-%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,متفرقه,660000,2.5,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_163.jpg,https://www.digikala.com/product/dkp-14485248/%DA%A9%D9%85%DA%A9-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%85%D8%AF%D9%84-120-%D8%A8%D8%B3%D8%AA%D9%87-%D8%AF%D9%88-%D8%B9%D8%AF%D8%AF%DB%8C-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%A7%D9%86%D9%88%D8%A7%D8%B9-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%87%D8%A7/
ماشین لباسشویی,متفرقه,440000,2.9,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_164.jpg,https://www.digikala.com/product/dkp-14696142/%DA%A9%D9%85%DA%A9-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%85%D8%AF%D9%84-100-%D8%A8%D8%B3%D8%AA%D9%87-%D8%AF%D9%88-%D8%B9%D8%AF%D8%AF%DB%8C/
ماشین لباسشویی,متفرقه,282000,4.2,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_165.jpg,https://www.digikala.com/product/dkp-5561232/%D8%A7%D8%B3%D8%A8%D8%A7%D8%A8-%D8%A8%D8%A7%D8%B2%DB%8C-%D9%85%D8%AF%D9%84-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C/
ماشین لباسشویی,متفرقه,1650000,4.5,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_166.jpg,https://www.digikala.com/product/dkp-14812073/%D8%A8%D8%B1%D8%AF-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%85%D8%AF%D9%84-3388-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%A7%D9%86%D9%88%D8%A7%D8%B9-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A8%D8%A7-%D9%85%D9%88%D8%AA%D9%88%D8%B1-%D8%B2%D8%BA%D8%A7%D9%84%DB%8C/
ماشین لباسشویی,تست,393000,4.5,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_167.jpg,https://www.digikala.com/product/dkp-8974549/%D9%BE%D9%88%D8%AF%D8%B1-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%AA%D8%B3%D8%AA-%D9%85%D8%AF%D9%84-%DA%AF%D9%84-%D9%87%D8%A7-%D9%88%D8%B2%D9%86-2-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85-%D8%A8%D8%B3%D8%AA%D9%87-2-%D8%B9%D8%AF%D8%AF%DB%8C/
ماشین لباسشویی,متفرقه,135000,4.1,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_168.jpg,https://www.digikala.com/product/dkp-9708025/%DA%A9%D8%A7%D9%88%D8%B1-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%85%D8%AF%D9%84-%DA%AF%D9%84-%DA%A9%D8%AF-f1025/
ماشین لباسشویی,متفرقه,219000,4.2,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_169.jpg,https://www.digikala.com/product/dkp-5667698/%D9%BE%D9%88%D8%AF%D8%B1-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D9%BE%D9%88%D8%B1%DA%A9%D8%B3-%D9%85%D8%AF%D9%84-crystals-%D9%88%D8%B2%D9%86-10-%DA%A9%DB%8C%D9%84%D9%88%DA%AF%D8%B1%D9%85/
ماشین لباسشویی,متفرقه,682000,5.0,nan,nan,,,,nan,nan,nan,nan,D:/ماشین لباسشویی/image_170.jpg,https://www.digikala.com/product/dkp-1696587/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C-%D8%A7%D8%B3%D8%A8%D8%A7%D8%A8-%D8%A8%D8%A7%D8%B2%DB%8C-%D9%85%D8%AF%D9%84-my-home/
