category,brand,price,rating,capacity,baskets,height,width,depth,value_score,price_per_place_setting,compactness
0.0,0.4375,38599000,4.2,0.8888888888888887,0.5,0.0391908975979772,0.0127970749542961,0.0333919156414762,1.0881110906790045e-06,42940791.100123614,88.74027546803283
0.0,0.1875,29255200,4.3,0.8888888888888887,0.5,0.0385587863463969,0.0124314442413162,0.0330404217926186,1.4698241675087422e-06,32545957.97280594,88.74833245606548
0.0,0.0625,34181050,4.3,0.8888888888888887,0.5,0.0391908975979772,0.0127970749542961,0.0333919156414762,1.2580069947359702e-06,38025889.98763907,88.74027546803283
0.0,0.9375,38499000,4.2,1.0,0.5,0.0391908975979772,0.0127970749542961,0.0333919156414762,1.0909374266627868e-06,38117821.782178216,99.83280990153696
0.0,0.9375,30978000,4.3,1.0,0.5,0.0391908975979772,0.0127970749542961,0.0333919156414762,1.3880818641009483e-06,30671287.12871287,99.83280990153696
0.0,0.4375,42900000,4.0,0.8888888888888887,0.5,0.0391908975979772,0.0127970749542961,0.0333919156414762,9.324009321835896e-07,47725587.144623,88.74027546803283
0.0,0.75,31900000,4.2,0.0,0.0,0.0,0.0,0.0,1.316614419649964e-06,3190000000.0,0.0
0.0,0.0625,37252100,3.8,0.8888888888888887,0.5,0.0385587863463969,0.0127970749542961,0.0333919156414762,1.0200767202332011e-06,41442385.66131026,88.74266851569203
0.0,1.0,37016300,4.1,1.0,0.5,0.0391908975979772,0.0127970749542961,0.0333919156414762,1.1076201562264139e-06,36649801.98019802,99.83280990153696
0.0,0.9375,25900000,3.6,0.7777777777777778,0.0,0.0391908975979772,0.0127970749542961,0.0333919156414762,1.3899613894247252e-06,32877291.960507758,77.64774103452875
0.0,0.9375,35000000,4.5,1.0,0.5,0.0391908975979772,0.0127970749542961,0.0333919156414762,1.2857142853469388e-06,34653465.346534654,99.83280990153696
0.0,0.9375,31900000,4.4,1.0,0.5,0.0391908975979772,0.0127970749542961,0.0333919156414762,1.3793103443952005e-06,31584158.415841583,99.83280990153696
0.0,0.1875,36900000,4.4,0.8888888888888887,0.5,0.0391908975979772,0.0127970749542961,0.0333919156414762,1.1924119237960945e-06,41050679.85166873,88.74027546803283
0.0,0.9375,26200000,3.4,0.7777777777777778,0.0,0.0391908975979772,0.0127970749542961,0.0333919156414762,1.297709923168813e-06,33258110.01410437,77.64774103452875
0.0,0.4375,32480000,4.2,0.6666666666666666,0.0,0.0391908975979772,0.0127970749542961,0.0333919156414762,1.293103447877739e-06,48000000.0,66.55520660102464
0.0,0.0,85944000,3.0,1.0,0.5,1.0,0.992687385740402,1.0,3.490645070803006e-07,85093069.30693069,0.9973198169453209
0.0,0.0625,33360000,4.3,0.7777777777777778,0.5,0.038685208596713,0.0127970749542961,0.0333919156414762,1.2889688245536663e-06,42346967.55994358,77.6494161588556
0.0,0.9375,36181000,3.9,1.0,0.5,0.0391908975979772,0.0127970749542961,0.0333919156414762,1.0779138218739357e-06,35822772.27722772,99.83280990153696
0.0,0.4375,34250000,4.0,1.0,0.5,0.0391908975979772,0.0127970749542961,0.0333919156414762,1.1678832113378444e-06,33910891.089108914,99.83280990153696
0.0,0.375,33605500,4.8,1.0,0.5,0.0385587863463969,0.0124314442413162,0.0333919156414762,1.428337622880678e-06,33272772.277227722,99.84019450995754
0.0,0.0625,31000000,4.4,0.7777777777777778,0.5,0.0391908975979772,0.0127970749542961,0.0333919156414762,1.419354838251821e-06,39351198.87165021,77.64774103452875
0.0,0.8125,38855000,4.0,0.8888888888888887,0.5,0.9936788874841972,1.0,0.9824253075571177,1.0294685366028906e-06,43225587.144623,0.9013132334508617
0.0,0.9375,32000000,4.15,1.0,0.5,0.0391908975979772,0.0127970749542961,0.0333919156414762,1.2968749995947265e-06,31683168.316831682,99.83280990153696
0.0,0.375,41880000,5.0,1.0,0.5,0.0385587863463969,0.0124314442413162,0.0333919156414762,1.1938872967540861e-06,41465346.53465346,99.84019450995754
0.0,0.6875,39000000,4.9,1.0,0.5,1.0,1.0,0.9824253075571177,1.2564102560881e-06,38613861.38613861,1.0076325063309073
0.0,0.5,32290000,4.0,1.0,0.5,0.0391908975979772,0.0127970749542961,0.0333919156414762,1.2387736137383792e-06,31970297.02970297,99.83280990153696
0.0,1.0,37800000,3.0,1.0,0.5,0.0391908975979772,0.0127970749542961,0.0333919156414762,7.936507934408331e-07,37425742.574257426,99.83280990153696
0.0,0.375,27990000,3.9,0.8888888888888887,0.5,0.0385587863463969,0.0127970749542961,0.0333919156414762,1.3933547690627529e-06,31138442.52163165,88.74266851569203
0.0,0.375,31400000,3.5,1.0,0.5,0.0385587863463969,0.0124314442413162,0.0351493848857644,1.1146496811736784e-06,31089108.91089109,99.83179784186493
0.0,0.375,33640000,3.0,1.0,0.5,0.0385587863463969,0.0124314442413162,0.0333919156414762,8.917954813044604e-07,33306930.693069305,99.84019450995754
0.0,0.375,34000000,4.3,0.8888888888888887,0.5,0.0385587863463969,0.0124314442413162,0.0333919156414762,1.264705881980969e-06,37824474.660074174,88.74683956440668
0.0,0.875,44100000,2.7,1.0,0.5,0.0366624525916561,0.0127970749542961,0.0333919156414762,6.122448978203526e-07,43663366.33663366,99.84357948726945
0.0,0.4375,39700000,4.1,1.0,0.5,0.0391908975979772,0.0127970749542961,0.0333919156414762,1.0327455916794091e-06,39306930.69306931,99.83280990153696
0.0,0.375,38000000,4.2,0.8888888888888887,0.5,0.0328697850821744,0.0127970749542961,0.0333919156414762,1.1052631576038783e-06,42274412.85537702,88.76421175400566
0.0,0.875,47500000,4.2,1.0,0.5,0.0278128950695322,0.0127970749542961,0.0333919156414762,8.842105261296399e-07,47029702.97029703,99.88129134231347
0.0,0.375,33400000,4.15,0.8888888888888887,0.5,0.0385587863463969,0.0124314442413162,0.0333919156414762,1.2425149696878697e-06,37156983.93077874,88.74683956440668
0.0,0.125,41500000,4.15,0.8888888888888887,0.5,0.0391908975979772,0.0127970749542961,0.0333919156414762,9.999999997590362e-07,46168108.77626701,88.74027546803283
0.0,0.375,32025800,4.15,0.8888888888888887,0.5,0.0385587863463969,0.0124314442413162,0.0333919156414762,1.2958302364669016e-06,35628207.663782455,88.74683956440668
0.0,0.25,41000000,4.15,1.0,0.5,0.0391908975979772,0.0127970749542961,0.0333919156414762,1.0121951217043426e-06,40594059.40594059,99.83280990153696
0.0,0.625,39000000,4.15,0.2222222222222222,0.0,0.0063211125158027,0.0036563071297989,0.015817223198594,1.0641025638297173e-06,167942583.73205742,22.221409881839236
0.0,0.875,42100000,2.7,1.0,0.5,0.0391908975979772,0.0127970749542961,0.0333919156414762,6.413301661184489e-07,41683168.316831686,99.83280990153696
0.0,0.3125,37990000,4.15,1.0,0.5,0.0391908975979772,0.0219378427787934,0.0246045694200351,1.0923927346426975e-06,37613861.38613861,99.78890538333548
0.0,0.5625,32980000,4.15,1.0,0.5,0.0391908975979772,0.0127970749542961,0.0333919156414762,1.2583383865196062e-06,32653465.346534654,99.83280990153696
0.0,0.75,42000000,3.6,0.2222222222222222,1.0,0.6270543615676359,0.9890310786106032,0.9753954305799648,8.571428569387756e-07,180861244.01913875,0.36138567093172724
